year_of_diagnosis,age_group,adjusted_ajcc_6th_stage,tumor_site,Age
1982,45-54 yrs,III,Upper-inner quadrant,0
1982,45-54 yrs,III,Upper-outer quadrant,0
1982,45-54 yrs,IV,Axillary tail,0
1982,45-54 yrs,IV,"Breast, NOS",0
1982,45-54 yrs,IV,Central portion,0
1982,45-54 yrs,IV,Lower-inner quadrant,0
1982,45-54 yrs,IV,Lower-outer quadrant,0
1982,45-54 yrs,IV,Nipple,0
1982,45-54 yrs,IV,Overlapping lesion,0
1982,45-54 yrs,IV,Upper-inner quadrant,0
1982,45-54 yrs,IV,Upper-outer quadrant,0
1982,45-54 yrs,Unknown,Axillary tail,22
1982,45-54 yrs,Unknown,"Breast, NOS",270
1982,45-54 yrs,Unknown,Central portion,76
1982,45-54 yrs,Unknown,Lower-inner quadrant,59
1982,45-54 yrs,Unknown,Lower-outer quadrant,105
1982,45-54 yrs,Unknown,Nipple,14
1982,45-54 yrs,Unknown,Overlapping lesion,382
1982,45-54 yrs,Unknown,Upper-inner quadrant,136
1982,45-54 yrs,Unknown,Upper-outer quadrant,496
1982,55-64 yrs,0,Axillary tail,0
1982,55-64 yrs,0,"Breast, NOS",0
1982,55-64 yrs,0,Central portion,0
1982,55-64 yrs,0,Lower-inner quadrant,0
1982,55-64 yrs,0,Lower-outer quadrant,0
1982,55-64 yrs,0,Nipple,0
1982,55-64 yrs,0,Overlapping lesion,0
1982,55-64 yrs,0,Upper-inner quadrant,0
1982,55-64 yrs,0,Upper-outer quadrant,0
1982,55-64 yrs,I,Axillary tail,0
1982,55-64 yrs,I,"Breast, NOS",0
1982,55-64 yrs,I,Central portion,0
1982,55-64 yrs,I,Lower-inner quadrant,0
1982,55-64 yrs,I,Lower-outer quadrant,0
1982,55-64 yrs,I,Nipple,0
1982,55-64 yrs,I,Overlapping lesion,0
1982,55-64 yrs,I,Upper-inner quadrant,0
1982,55-64 yrs,I,Upper-outer quadrant,0
1982,55-64 yrs,II,Axillary tail,0
1982,55-64 yrs,II,"Breast, NOS",0
1982,55-64 yrs,II,Central portion,0
1982,55-64 yrs,II,Lower-inner quadrant,0
1982,55-64 yrs,II,Lower-outer quadrant,0
1982,55-64 yrs,II,Nipple,0
1982,55-64 yrs,II,Overlapping lesion,0
1982,55-64 yrs,II,Upper-inner quadrant,0
1982,55-64 yrs,II,Upper-outer quadrant,0
1982,55-64 yrs,III,Axillary tail,0
1982,55-64 yrs,III,"Breast, NOS",0
1982,55-64 yrs,III,Central portion,0
1982,55-64 yrs,III,Lower-inner quadrant,0
1982,55-64 yrs,III,Lower-outer quadrant,0
1982,55-64 yrs,III,Nipple,0
1982,55-64 yrs,III,Overlapping lesion,0
1982,55-64 yrs,III,Upper-inner quadrant,0
1982,55-64 yrs,III,Upper-outer quadrant,0
1982,55-64 yrs,IV,Axillary tail,0
1982,55-64 yrs,IV,"Breast, NOS",0
1982,55-64 yrs,IV,Central portion,0
1982,55-64 yrs,IV,Lower-inner quadrant,0
1982,55-64 yrs,IV,Lower-outer quadrant,0
1982,55-64 yrs,IV,Nipple,0
1982,55-64 yrs,IV,Overlapping lesion,0
1982,55-64 yrs,IV,Upper-inner quadrant,0
1982,55-64 yrs,IV,Upper-outer quadrant,0
1982,55-64 yrs,Unknown,Axillary tail,21
1982,55-64 yrs,Unknown,"Breast, NOS",362
1982,55-64 yrs,Unknown,Central portion,117
1982,55-64 yrs,Unknown,Lower-inner quadrant,94
1982,55-64 yrs,Unknown,Lower-outer quadrant,159
1982,55-64 yrs,Unknown,Nipple,26
1982,55-64 yrs,Unknown,Overlapping lesion,466
1982,55-64 yrs,Unknown,Upper-inner quadrant,190
1982,55-64 yrs,Unknown,Upper-outer quadrant,777
1982,65-74 yrs,0,Axillary tail,0
1982,65-74 yrs,0,"Breast, NOS",0
1982,65-74 yrs,0,Central portion,0
1982,65-74 yrs,0,Lower-inner quadrant,0
1982,65-74 yrs,0,Lower-outer quadrant,0
1982,65-74 yrs,0,Nipple,0
1982,65-74 yrs,0,Overlapping lesion,0
1982,65-74 yrs,0,Upper-inner quadrant,0
1982,65-74 yrs,0,Upper-outer quadrant,0
1982,65-74 yrs,I,Axillary tail,0
1982,65-74 yrs,I,"Breast, NOS",0
1982,65-74 yrs,I,Central portion,0
1982,65-74 yrs,I,Lower-inner quadrant,0
1982,65-74 yrs,I,Lower-outer quadrant,0
1982,65-74 yrs,I,Nipple,0
1982,65-74 yrs,I,Overlapping lesion,0
1982,65-74 yrs,I,Upper-inner quadrant,0
1982,65-74 yrs,I,Upper-outer quadrant,0
1982,65-74 yrs,II,Axillary tail,0
1982,65-74 yrs,II,"Breast, NOS",0
1982,65-74 yrs,II,Central portion,0
1982,65-74 yrs,II,Lower-inner quadrant,0
1982,65-74 yrs,II,Lower-outer quadrant,0
1982,65-74 yrs,II,Nipple,0
1982,65-74 yrs,II,Overlapping lesion,0
1982,65-74 yrs,II,Upper-inner quadrant,0
1982,65-74 yrs,II,Upper-outer quadrant,0
1982,65-74 yrs,III,Axillary tail,0
1982,65-74 yrs,III,"Breast, NOS",0
1982,65-74 yrs,III,Central portion,0
1982,65-74 yrs,III,Lower-inner quadrant,0
1982,65-74 yrs,III,Lower-outer quadrant,0
1982,65-74 yrs,III,Nipple,0
1982,65-74 yrs,III,Overlapping lesion,0
1982,65-74 yrs,III,Upper-inner quadrant,0
1982,65-74 yrs,III,Upper-outer quadrant,0
1982,65-74 yrs,IV,Axillary tail,0
1982,65-74 yrs,IV,"Breast, NOS",0
1982,65-74 yrs,IV,Central portion,0
1982,65-74 yrs,IV,Lower-inner quadrant,0
1982,65-74 yrs,IV,Lower-outer quadrant,0
1982,65-74 yrs,IV,Nipple,0
1982,65-74 yrs,IV,Overlapping lesion,0
1982,65-74 yrs,IV,Upper-inner quadrant,0
1982,65-74 yrs,IV,Upper-outer quadrant,0
1982,65-74 yrs,Unknown,Axillary tail,13
1982,65-74 yrs,Unknown,"Breast, NOS",380
1982,65-74 yrs,Unknown,Central portion,133
1982,65-74 yrs,Unknown,Lower-inner quadrant,97
1982,65-74 yrs,Unknown,Lower-outer quadrant,141
1982,65-74 yrs,Unknown,Nipple,24
1982,65-74 yrs,Unknown,Overlapping lesion,418
1982,65-74 yrs,Unknown,Upper-inner quadrant,165
1982,65-74 yrs,Unknown,Upper-outer quadrant,662
1982,75-84 yrs,0,Axillary tail,0
1982,75-84 yrs,0,"Breast, NOS",0
1982,75-84 yrs,0,Central portion,0
1982,75-84 yrs,0,Lower-inner quadrant,0
1982,75-84 yrs,0,Lower-outer quadrant,0
1982,75-84 yrs,0,Nipple,0
1982,75-84 yrs,0,Overlapping lesion,0
1982,75-84 yrs,0,Upper-inner quadrant,0
1982,75-84 yrs,0,Upper-outer quadrant,0
1982,75-84 yrs,I,Axillary tail,0
1982,75-84 yrs,I,"Breast, NOS",0
1982,75-84 yrs,I,Central portion,0
1982,75-84 yrs,I,Lower-inner quadrant,0
1982,75-84 yrs,I,Lower-outer quadrant,0
1982,75-84 yrs,I,Nipple,0
1982,75-84 yrs,I,Overlapping lesion,0
1982,75-84 yrs,I,Upper-inner quadrant,0
1982,75-84 yrs,I,Upper-outer quadrant,0
1982,75-84 yrs,II,Axillary tail,0
1982,75-84 yrs,II,"Breast, NOS",0
1982,75-84 yrs,II,Central portion,0
1982,75-84 yrs,II,Lower-inner quadrant,0
1982,75-84 yrs,II,Lower-outer quadrant,0
1982,75-84 yrs,II,Nipple,0
1982,75-84 yrs,II,Overlapping lesion,0
1982,75-84 yrs,II,Upper-inner quadrant,0
1982,75-84 yrs,II,Upper-outer quadrant,0
1982,75-84 yrs,III,Axillary tail,0
1982,75-84 yrs,III,"Breast, NOS",0
1982,75-84 yrs,III,Central portion,0
1982,75-84 yrs,III,Lower-inner quadrant,0
1982,75-84 yrs,III,Lower-outer quadrant,0
1982,75-84 yrs,III,Nipple,0
1982,75-84 yrs,III,Overlapping lesion,0
1982,75-84 yrs,III,Upper-inner quadrant,0
1982,75-84 yrs,III,Upper-outer quadrant,0
1982,75-84 yrs,IV,Axillary tail,0
1982,75-84 yrs,IV,"Breast, NOS",0
1982,75-84 yrs,IV,Central portion,0
1982,75-84 yrs,IV,Lower-inner quadrant,0
1982,75-84 yrs,IV,Lower-outer quadrant,0
1982,75-84 yrs,IV,Nipple,0
1982,75-84 yrs,IV,Overlapping lesion,0
1982,75-84 yrs,IV,Upper-inner quadrant,0
1982,75-84 yrs,IV,Upper-outer quadrant,0
1982,75-84 yrs,Unknown,Axillary tail,17
1982,75-84 yrs,Unknown,"Breast, NOS",399
1982,75-84 yrs,Unknown,Central portion,106
1982,75-84 yrs,Unknown,Lower-inner quadrant,57
1982,75-84 yrs,Unknown,Lower-outer quadrant,112
1982,75-84 yrs,Unknown,Nipple,30
1982,75-84 yrs,Unknown,Overlapping lesion,398
1982,75-84 yrs,Unknown,Upper-inner quadrant,102
1982,75-84 yrs,Unknown,Upper-outer quadrant,481
1983,5-14 yrs,0,Axillary tail,0
1983,5-14 yrs,0,"Breast, NOS",0
1983,5-14 yrs,0,Central portion,0
1983,5-14 yrs,0,Lower-inner quadrant,0
1983,5-14 yrs,0,Lower-outer quadrant,0
1983,5-14 yrs,0,Nipple,0
1983,5-14 yrs,0,Overlapping lesion,0
1983,5-14 yrs,0,Upper-inner quadrant,0
1983,5-14 yrs,0,Upper-outer quadrant,0
1983,5-14 yrs,I,Axillary tail,0
1983,5-14 yrs,I,"Breast, NOS",0
1983,5-14 yrs,I,Central portion,0
1983,5-14 yrs,I,Lower-inner quadrant,0
1983,5-14 yrs,I,Lower-outer quadrant,0
1983,5-14 yrs,I,Nipple,0
1983,5-14 yrs,I,Overlapping lesion,0
1983,5-14 yrs,I,Upper-inner quadrant,0
1983,5-14 yrs,I,Upper-outer quadrant,0
1983,5-14 yrs,II,Axillary tail,0
1983,5-14 yrs,II,"Breast, NOS",0
1983,5-14 yrs,II,Central portion,0
1983,5-14 yrs,II,Lower-inner quadrant,0
1983,5-14 yrs,II,Lower-outer quadrant,0
1983,5-14 yrs,II,Nipple,0
1983,5-14 yrs,II,Overlapping lesion,0
1983,5-14 yrs,II,Upper-inner quadrant,0
1983,5-14 yrs,II,Upper-outer quadrant,0
1983,5-14 yrs,III,Axillary tail,0
1983,5-14 yrs,III,"Breast, NOS",0
1983,5-14 yrs,III,Central portion,0
1983,5-14 yrs,III,Lower-inner quadrant,0
1983,5-14 yrs,III,Lower-outer quadrant,0
1983,5-14 yrs,III,Nipple,0
1983,5-14 yrs,III,Overlapping lesion,0
1983,5-14 yrs,III,Upper-inner quadrant,0
1983,5-14 yrs,III,Upper-outer quadrant,0
1983,5-14 yrs,IV,Axillary tail,0
1983,5-14 yrs,IV,"Breast, NOS",0
1983,5-14 yrs,IV,Central portion,0
1983,5-14 yrs,IV,Lower-inner quadrant,0
1983,5-14 yrs,IV,Lower-outer quadrant,0
1983,5-14 yrs,IV,Nipple,0
1983,5-14 yrs,IV,Overlapping lesion,0
1983,5-14 yrs,IV,Upper-inner quadrant,0
1983,5-14 yrs,IV,Upper-outer quadrant,0
1983,5-14 yrs,Unknown,Axillary tail,0
1983,5-14 yrs,Unknown,"Breast, NOS",0
1983,5-14 yrs,Unknown,Central portion,0
1983,5-14 yrs,Unknown,Lower-inner quadrant,0
1983,5-14 yrs,Unknown,Lower-outer quadrant,0
1983,5-14 yrs,Unknown,Nipple,0
1983,5-14 yrs,Unknown,Overlapping lesion,0
1983,5-14 yrs,Unknown,Upper-inner quadrant,0
1983,5-14 yrs,Unknown,Upper-outer quadrant,0
1983,15-24 yrs,0,Axillary tail,0
1983,15-24 yrs,0,"Breast, NOS",0
1983,15-24 yrs,0,Central portion,0
1983,15-24 yrs,0,Lower-inner quadrant,0
1983,15-24 yrs,0,Lower-outer quadrant,0
1983,15-24 yrs,0,Nipple,0
1983,15-24 yrs,0,Overlapping lesion,0
1983,15-24 yrs,0,Upper-inner quadrant,0
1983,15-24 yrs,0,Upper-outer quadrant,0
1983,15-24 yrs,I,Axillary tail,0
1983,15-24 yrs,I,"Breast, NOS",0
1983,15-24 yrs,I,Central portion,0
1983,15-24 yrs,I,Lower-inner quadrant,0
1983,15-24 yrs,I,Lower-outer quadrant,0
1983,15-24 yrs,I,Nipple,0
1983,15-24 yrs,I,Overlapping lesion,0
1983,15-24 yrs,I,Upper-inner quadrant,0
1983,15-24 yrs,I,Upper-outer quadrant,0
1983,15-24 yrs,II,Axillary tail,0
1983,15-24 yrs,II,"Breast, NOS",0
1983,15-24 yrs,II,Central portion,0
1983,15-24 yrs,II,Lower-inner quadrant,0
1983,15-24 yrs,II,Lower-outer quadrant,0
1983,15-24 yrs,II,Nipple,0
1983,15-24 yrs,II,Overlapping lesion,0
1983,15-24 yrs,II,Upper-inner quadrant,0
1983,15-24 yrs,II,Upper-outer quadrant,0
1983,15-24 yrs,III,Axillary tail,0
1983,15-24 yrs,III,"Breast, NOS",0
1983,15-24 yrs,III,Central portion,0
1983,15-24 yrs,III,Lower-inner quadrant,0
1983,15-24 yrs,III,Lower-outer quadrant,0
1983,15-24 yrs,III,Nipple,0
1983,15-24 yrs,III,Overlapping lesion,0
1983,15-24 yrs,III,Upper-inner quadrant,0
1983,15-24 yrs,III,Upper-outer quadrant,0
1983,15-24 yrs,IV,Axillary tail,0
1983,15-24 yrs,IV,"Breast, NOS",0
1983,15-24 yrs,IV,Central portion,0
1983,15-24 yrs,IV,Lower-inner quadrant,0
1983,15-24 yrs,IV,Lower-outer quadrant,0
1983,15-24 yrs,IV,Nipple,0
1983,15-24 yrs,IV,Overlapping lesion,0
1983,15-24 yrs,IV,Upper-inner quadrant,0
1983,15-24 yrs,IV,Upper-outer quadrant,0
1983,15-24 yrs,Unknown,Axillary tail,0
1983,15-24 yrs,Unknown,"Breast, NOS",0
1983,15-24 yrs,Unknown,Central portion,1
1983,15-24 yrs,Unknown,Lower-inner quadrant,0
1983,15-24 yrs,Unknown,Lower-outer quadrant,2
1983,15-24 yrs,Unknown,Nipple,0
1983,15-24 yrs,Unknown,Overlapping lesion,9
1983,15-24 yrs,Unknown,Upper-inner quadrant,4
1983,15-24 yrs,Unknown,Upper-outer quadrant,3
1983,25-34 yrs,0,Axillary tail,0
1983,25-34 yrs,0,"Breast, NOS",0
1983,25-34 yrs,0,Central portion,0
1983,25-34 yrs,0,Lower-inner quadrant,0
1983,25-34 yrs,0,Lower-outer quadrant,0
1983,25-34 yrs,0,Nipple,0
1983,25-34 yrs,0,Overlapping lesion,0
1983,25-34 yrs,0,Upper-inner quadrant,0
1983,25-34 yrs,0,Upper-outer quadrant,0
1983,25-34 yrs,I,Axillary tail,0
1983,25-34 yrs,I,"Breast, NOS",0
1983,25-34 yrs,I,Central portion,0
1983,25-34 yrs,I,Lower-inner quadrant,0
1983,25-34 yrs,I,Lower-outer quadrant,0
1983,25-34 yrs,I,Nipple,0
1983,25-34 yrs,I,Overlapping lesion,0
1983,25-34 yrs,I,Upper-inner quadrant,0
1983,25-34 yrs,I,Upper-outer quadrant,0
1983,25-34 yrs,II,Axillary tail,0
1983,25-34 yrs,II,"Breast, NOS",0
1983,25-34 yrs,II,Central portion,0
1983,25-34 yrs,II,Lower-inner quadrant,0
1983,25-34 yrs,II,Lower-outer quadrant,0
1983,25-34 yrs,II,Nipple,0
1983,25-34 yrs,II,Overlapping lesion,0
1983,25-34 yrs,II,Upper-inner quadrant,0
1983,25-34 yrs,II,Upper-outer quadrant,0
1983,25-34 yrs,III,Axillary tail,0
1983,25-34 yrs,III,"Breast, NOS",0
1983,25-34 yrs,III,Central portion,0
1983,25-34 yrs,III,Lower-inner quadrant,0
1983,25-34 yrs,III,Lower-outer quadrant,0
1983,25-34 yrs,III,Nipple,0
1983,25-34 yrs,III,Overlapping lesion,0
1983,25-34 yrs,III,Upper-inner quadrant,0
1983,25-34 yrs,III,Upper-outer quadrant,0
1983,25-34 yrs,IV,Axillary tail,0
1983,25-34 yrs,IV,"Breast, NOS",0
1983,25-34 yrs,IV,Central portion,0
1983,25-34 yrs,IV,Lower-inner quadrant,0
1983,25-34 yrs,IV,Lower-outer quadrant,0
1983,25-34 yrs,IV,Nipple,0
1983,25-34 yrs,IV,Overlapping lesion,0
1983,25-34 yrs,IV,Upper-inner quadrant,0
1983,25-34 yrs,IV,Upper-outer quadrant,0
1983,25-34 yrs,Unknown,Axillary tail,8
1983,25-34 yrs,Unknown,"Breast, NOS",61
1983,25-34 yrs,Unknown,Central portion,15
1983,25-34 yrs,Unknown,Lower-inner quadrant,22
1983,25-34 yrs,Unknown,Lower-outer quadrant,25
1983,25-34 yrs,Unknown,Nipple,4
1983,25-34 yrs,Unknown,Overlapping lesion,85
1983,25-34 yrs,Unknown,Upper-inner quadrant,37
1983,25-34 yrs,Unknown,Upper-outer quadrant,119
1983,35-44 yrs,0,Axillary tail,0
1983,35-44 yrs,0,"Breast, NOS",0
1983,35-44 yrs,0,Central portion,0
1983,35-44 yrs,0,Lower-inner quadrant,0
1983,35-44 yrs,0,Lower-outer quadrant,0
1983,35-44 yrs,0,Nipple,0
1983,35-44 yrs,0,Overlapping lesion,0
1983,35-44 yrs,0,Upper-inner quadrant,0
1983,35-44 yrs,0,Upper-outer quadrant,0
1983,35-44 yrs,I,Axillary tail,0
1983,35-44 yrs,I,"Breast, NOS",0
1983,35-44 yrs,I,Central portion,0
1983,35-44 yrs,I,Lower-inner quadrant,0
1983,35-44 yrs,I,Lower-outer quadrant,0
1983,35-44 yrs,I,Nipple,0
1983,35-44 yrs,I,Overlapping lesion,0
1983,35-44 yrs,I,Upper-inner quadrant,0
1983,35-44 yrs,I,Upper-outer quadrant,0
1983,35-44 yrs,II,Axillary tail,0
1983,35-44 yrs,II,"Breast, NOS",0
1983,35-44 yrs,II,Central portion,0
1983,35-44 yrs,II,Lower-inner quadrant,0
1983,35-44 yrs,II,Lower-outer quadrant,0
1983,35-44 yrs,II,Nipple,0
1983,35-44 yrs,II,Overlapping lesion,0
1983,35-44 yrs,II,Upper-inner quadrant,0
1983,35-44 yrs,II,Upper-outer quadrant,0
1983,35-44 yrs,III,Axillary tail,0
1983,35-44 yrs,III,"Breast, NOS",0
1983,35-44 yrs,III,Central portion,0
1983,35-44 yrs,III,Lower-inner quadrant,0
1983,35-44 yrs,III,Lower-outer quadrant,0
1983,35-44 yrs,III,Nipple,0
1983,35-44 yrs,III,Overlapping lesion,0
1983,35-44 yrs,III,Upper-inner quadrant,0
1983,35-44 yrs,III,Upper-outer quadrant,0
1983,35-44 yrs,IV,Axillary tail,0
1983,35-44 yrs,IV,"Breast, NOS",0
1983,35-44 yrs,IV,Central portion,0
1983,35-44 yrs,IV,Lower-inner quadrant,0
1983,35-44 yrs,IV,Lower-outer quadrant,0
1983,35-44 yrs,IV,Nipple,0
1983,35-44 yrs,IV,Overlapping lesion,0
1983,35-44 yrs,IV,Upper-inner quadrant,0
1983,35-44 yrs,IV,Upper-outer quadrant,0
1983,35-44 yrs,Unknown,Axillary tail,16
1983,35-44 yrs,Unknown,"Breast, NOS",162
1983,35-44 yrs,Unknown,Central portion,47
1983,35-44 yrs,Unknown,Lower-inner quadrant,41
1983,35-44 yrs,Unknown,Lower-outer quadrant,75
1983,35-44 yrs,Unknown,Nipple,5
1983,35-44 yrs,Unknown,Overlapping lesion,264
1983,35-44 yrs,Unknown,Upper-inner quadrant,100
1983,35-44 yrs,Unknown,Upper-outer quadrant,356
1983,45-54 yrs,0,Axillary tail,0
1983,45-54 yrs,0,"Breast, NOS",0
1983,45-54 yrs,0,Central portion,0
1983,45-54 yrs,0,Lower-inner quadrant,0
1983,45-54 yrs,0,Lower-outer quadrant,0
1983,45-54 yrs,0,Nipple,0
1983,45-54 yrs,0,Overlapping lesion,0
1983,45-54 yrs,0,Upper-inner quadrant,0
1983,45-54 yrs,0,Upper-outer quadrant,0
1983,45-54 yrs,I,Axillary tail,0
1983,45-54 yrs,I,"Breast, NOS",0
1983,45-54 yrs,I,Central portion,0
1983,45-54 yrs,I,Lower-inner quadrant,0
1983,45-54 yrs,I,Lower-outer quadrant,0
1983,45-54 yrs,I,Nipple,0
1983,45-54 yrs,I,Overlapping lesion,0
1983,45-54 yrs,I,Upper-inner quadrant,0
1983,45-54 yrs,I,Upper-outer quadrant,0
1983,45-54 yrs,II,Axillary tail,0
1983,45-54 yrs,II,"Breast, NOS",0
1983,45-54 yrs,II,Central portion,0
1983,45-54 yrs,II,Lower-inner quadrant,0
1983,45-54 yrs,II,Lower-outer quadrant,0
1983,45-54 yrs,II,Nipple,0
1983,45-54 yrs,II,Overlapping lesion,0
1983,45-54 yrs,II,Upper-inner quadrant,0
1983,45-54 yrs,II,Upper-outer quadrant,0
1983,45-54 yrs,III,Axillary tail,0
1983,45-54 yrs,III,"Breast, NOS",0
1983,45-54 yrs,III,Central portion,0
1983,45-54 yrs,III,Lower-inner quadrant,0
1983,45-54 yrs,III,Lower-outer quadrant,0
1983,45-54 yrs,III,Nipple,0
1983,45-54 yrs,III,Overlapping lesion,0
1983,45-54 yrs,III,Upper-inner quadrant,0
1983,45-54 yrs,III,Upper-outer quadrant,0
1983,45-54 yrs,IV,Axillary tail,0
1983,45-54 yrs,IV,"Breast, NOS",0
1983,45-54 yrs,IV,Central portion,0
1983,45-54 yrs,IV,Lower-inner quadrant,0
1983,45-54 yrs,IV,Lower-outer quadrant,0
1983,45-54 yrs,IV,Nipple,0
1983,45-54 yrs,IV,Overlapping lesion,0
1983,45-54 yrs,IV,Upper-inner quadrant,0
1983,45-54 yrs,IV,Upper-outer quadrant,0
1983,45-54 yrs,Unknown,Axillary tail,10
1983,45-54 yrs,Unknown,"Breast, NOS",274
1983,45-54 yrs,Unknown,Central portion,75
1983,45-54 yrs,Unknown,Lower-inner quadrant,62
1983,45-54 yrs,Unknown,Lower-outer quadrant,121
1983,45-54 yrs,Unknown,Nipple,12
1983,45-54 yrs,Unknown,Overlapping lesion,368
1983,45-54 yrs,Unknown,Upper-inner quadrant,148
1983,45-54 yrs,Unknown,Upper-outer quadrant,550
1983,55-64 yrs,0,Axillary tail,0
1983,55-64 yrs,0,"Breast, NOS",0
1983,55-64 yrs,0,Central portion,0
1983,55-64 yrs,0,Lower-inner quadrant,0
1983,55-64 yrs,0,Lower-outer quadrant,0
1983,55-64 yrs,0,Nipple,0
1983,55-64 yrs,0,Overlapping lesion,0
1983,55-64 yrs,0,Upper-inner quadrant,0
1983,55-64 yrs,0,Upper-outer quadrant,0
1983,55-64 yrs,I,Axillary tail,0
1983,55-64 yrs,I,"Breast, NOS",0
1983,55-64 yrs,I,Central portion,0
1983,55-64 yrs,I,Lower-inner quadrant,0
1983,55-64 yrs,I,Lower-outer quadrant,0
1983,55-64 yrs,I,Nipple,0
1983,55-64 yrs,I,Overlapping lesion,0
1983,55-64 yrs,I,Upper-inner quadrant,0
1983,55-64 yrs,I,Upper-outer quadrant,0
1983,55-64 yrs,II,Axillary tail,0
1983,55-64 yrs,II,"Breast, NOS",0
1983,55-64 yrs,II,Central portion,0
1983,55-64 yrs,II,Lower-inner quadrant,0
1983,55-64 yrs,II,Lower-outer quadrant,0
1983,55-64 yrs,II,Nipple,0
1983,55-64 yrs,II,Overlapping lesion,0
1983,55-64 yrs,II,Upper-inner quadrant,0
1983,55-64 yrs,II,Upper-outer quadrant,0
1983,55-64 yrs,III,Axillary tail,0
1983,55-64 yrs,III,"Breast, NOS",0
1983,55-64 yrs,III,Central portion,0
1983,55-64 yrs,III,Lower-inner quadrant,0
1983,55-64 yrs,III,Lower-outer quadrant,0
1983,55-64 yrs,III,Nipple,0
1983,55-64 yrs,III,Overlapping lesion,0
1983,55-64 yrs,III,Upper-inner quadrant,0
1983,55-64 yrs,III,Upper-outer quadrant,0
1983,55-64 yrs,IV,Axillary tail,0
1983,55-64 yrs,IV,"Breast, NOS",0
1983,55-64 yrs,IV,Central portion,0
1983,55-64 yrs,IV,Lower-inner quadrant,0
1983,55-64 yrs,IV,Lower-outer quadrant,0
1983,55-64 yrs,IV,Nipple,0
1983,55-64 yrs,IV,Overlapping lesion,0
1983,55-64 yrs,IV,Upper-inner quadrant,0
1983,55-64 yrs,IV,Upper-outer quadrant,0
1983,55-64 yrs,Unknown,Axillary tail,28
1983,55-64 yrs,Unknown,"Breast, NOS",431
1983,55-64 yrs,Unknown,Central portion,127
1983,55-64 yrs,Unknown,Lower-inner quadrant,83
1983,55-64 yrs,Unknown,Lower-outer quadrant,202
1983,55-64 yrs,Unknown,Nipple,26
1983,55-64 yrs,Unknown,Overlapping lesion,502
1983,55-64 yrs,Unknown,Upper-inner quadrant,231
1983,55-64 yrs,Unknown,Upper-outer quadrant,777
1983,65-74 yrs,0,Axillary tail,0
1983,65-74 yrs,0,"Breast, NOS",0
1983,65-74 yrs,0,Central portion,0
1983,65-74 yrs,0,Lower-inner quadrant,0
1983,65-74 yrs,0,Lower-outer quadrant,0
1983,65-74 yrs,0,Nipple,0
1983,65-74 yrs,0,Overlapping lesion,0
1983,65-74 yrs,0,Upper-inner quadrant,0
1983,65-74 yrs,0,Upper-outer quadrant,0
1983,65-74 yrs,I,Axillary tail,0
1983,65-74 yrs,I,"Breast, NOS",0
1983,65-74 yrs,I,Central portion,0
1983,65-74 yrs,I,Lower-inner quadrant,0
1983,65-74 yrs,I,Lower-outer quadrant,0
1983,65-74 yrs,I,Nipple,0
1983,65-74 yrs,I,Overlapping lesion,0
1983,65-74 yrs,I,Upper-inner quadrant,0
1983,65-74 yrs,I,Upper-outer quadrant,0
1983,65-74 yrs,II,Axillary tail,0
1983,65-74 yrs,II,"Breast, NOS",0
1983,65-74 yrs,II,Central portion,0
1983,65-74 yrs,II,Lower-inner quadrant,0
1983,65-74 yrs,II,Lower-outer quadrant,0
1983,65-74 yrs,II,Nipple,0
1983,65-74 yrs,II,Overlapping lesion,0
1983,65-74 yrs,II,Upper-inner quadrant,0
1983,65-74 yrs,II,Upper-outer quadrant,0
1983,65-74 yrs,III,Axillary tail,0
1983,65-74 yrs,III,"Breast, NOS",0
1983,65-74 yrs,III,Central portion,0
1983,65-74 yrs,III,Lower-inner quadrant,0
1983,65-74 yrs,III,Lower-outer quadrant,0
1983,65-74 yrs,III,Nipple,0
1983,65-74 yrs,III,Overlapping lesion,0
1983,65-74 yrs,III,Upper-inner quadrant,0
1983,65-74 yrs,III,Upper-outer quadrant,0
1983,65-74 yrs,IV,Axillary tail,0
1983,65-74 yrs,IV,"Breast, NOS",0
1983,65-74 yrs,IV,Central portion,0
1983,65-74 yrs,IV,Lower-inner quadrant,0
1983,65-74 yrs,IV,Lower-outer quadrant,0
1983,65-74 yrs,IV,Nipple,0
1983,65-74 yrs,IV,Overlapping lesion,0
1983,65-74 yrs,IV,Upper-inner quadrant,0
1983,65-74 yrs,IV,Upper-outer quadrant,0
1983,65-74 yrs,Unknown,Axillary tail,16
1983,65-74 yrs,Unknown,"Breast, NOS",396
1983,65-74 yrs,Unknown,Central portion,117
1983,65-74 yrs,Unknown,Lower-inner quadrant,101
1983,65-74 yrs,Unknown,Lower-outer quadrant,169
1983,65-74 yrs,Unknown,Nipple,27
1983,65-74 yrs,Unknown,Overlapping lesion,440
1983,65-74 yrs,Unknown,Upper-inner quadrant,189
1983,65-74 yrs,Unknown,Upper-outer quadrant,717
1983,75-84 yrs,0,Axillary tail,0
1983,75-84 yrs,0,"Breast, NOS",0
1983,75-84 yrs,0,Central portion,0
1983,75-84 yrs,0,Lower-inner quadrant,0
1983,75-84 yrs,0,Lower-outer quadrant,0
1983,75-84 yrs,0,Nipple,0
1983,75-84 yrs,0,Overlapping lesion,0
1983,75-84 yrs,0,Upper-inner quadrant,0
1983,75-84 yrs,0,Upper-outer quadrant,0
1983,75-84 yrs,I,Axillary tail,0
